D4420;D4433;4U27;4U32;L4115;D4428
1167.93;1795.79;49.68;8.58;1.62;1156.3
1172.56;1788.68;49.69;8.17;1.61;1153.19
1173.07;1826.05;49.68;10.8;1.61;1153.97
1175.84;1815.05;49.68;10.15;1.62;1156.97
1164.97;1801.58;49.69;7.49;1.62;1158.34
1154.61;1737.25;49.69;9.82;1.61;1154.16
1154.83;1657.17;49.62;8.57;1.61;1151.12
1160.26;1619.39;48.77;8.35;1.61;1147.9
1161.1;1648.09;46.65;11.37;1.61;1145
1164.8;1687.12;46.64;13.2;1.61;1145.95
1166.43;1712.19;46.64;10.9;1.6;1146.11
1165.58;1806.49;46.66;8.35;1.6;1147.97
1165.03;1831.72;46.67;10.88;1.6;1155.27
1167.08;1799.37;46.71;8.76;1.6;1151.75
1172.76;1803.99;46.7;8.17;1.61;1152.39
1177.69;1836.89;47.38;11.32;1.61;1151.56
1167.31;1887.04;51.05;10.27;1.63;1152.36
1163.36;1897.3;54.08;9.48;1.62;1156.88
1176.31;1857.53;55;9.45;1.62;1159.79
1167.27;1862.89;56.92;9.48;1.62;1157.43
1157.58;1871.86;59.56;9.49;1.62;1155.09
1153.2;1859.98;60.98;9.42;1.62;1158.77
1169.63;1844.43;62.78;9.42;1.62;1158.82
1167.29;1802.97;63.28;9.43;1.61;1154.94
1156.16;1788.8;63.8;9.45;1.61;1154.29
1159.68;1723.11;64;9.47;1.62;1155.08
1169.79;1708.14;64.01;9.55;1.62;1155.66
1161.02;1729.5;64;6.96;1.62;1153.79
1152.51;1726.38;64;7.99;1.62;1153.57
1163.79;1707.05;64;8.9;1.63;1148.97
1177.11;1789.29;64.03;8.83;1.63;1149.09
1182.66;1845.21;64.38;7.37;1.61;1153.03
1179.24;1825.36;65.56;6.88;1.61;1154.67
1172.69;1844.11;66.82;6.91;1.61;1158.14
1169.96;1837.91;68.68;6.75;1.62;1162.7
1165.66;1823.4;68.96;6.79;1.64;1163.93
1166.59;1822.78;69.97;6.79;1.63;1162.34
1162.16;1802.37;70.01;8.79;1.64;1155.72
1159.17;1759.9;70;6.61;1.63;1159.38
1158.6;1708.37;70.01;8.32;1.63;1157.48
1168.75;1738.45;70.02;9.35;1.63;1156.04
1169.17;1699.72;70.01;8.85;1.61;1154.89
1176.43;1656.92;69.92;7.08;1.62;1153.48
1178.4;1662.23;69.48;7.34;1.62;1148.38
1184.92;1765.61;69.47;9.55;1.61;1148.92
1195.52;1944.43;73.21;9.3;1.62;1155.11
1189.38;2010.66;78.95;7.77;1.63;1161.77
1183.26;1965.91;83.14;5.29;1.63;1168.66
1174.5;1869.22;84.27;5.93;1.63;1166.96
1176.89;1831.54;84.39;8.67;1.63;1164.54
1169.55;1786.71;84.41;8.68;1.63;1165.57
1156.83;1773.43;84.41;8.76;1.62;1158.2
1156.93;1721.82;84.4;8.81;1.62;1159.74
1170.01;1690.98;84.41;8.81;1.63;1156.99
1172.62;1695.2;84.42;8.69;1.64;1154.54
1170.78;1715.12;84.42;8.88;1.63;1155
1158.83;1691.48;84.17;8.72;1.63;1153.67
1155.11;1633.22;81.42;8.67;1.63;1149.52
1156.56;1617.15;78.8;8.74;1.63;1150.84
1159.93;1639.51;76.15;9.36;1.63;1153.93
1178.86;1713.1;75.31;12.14;1.63;1153.9
1176.88;1750.04;75.3;11.66;1.63;1154.26
1159.05;1741.67;75.31;10;1.63;1155.31
1156.82;1698.52;75.02;10.02;1.63;1157.66
1176.89;1701.51;73.88;10.01;1.64;1156.37
1188.22;1746.39;73.86;10.02;1.64;1157.45
1179.67;1760.17;73.86;10.02;1.64;1161.85
1165.39;1723.79;73.87;10.01;1.65;1164.64
1163.82;1658.17;73.39;9.47;1.66;1162.59
1156.64;1586.99;69.43;7.03;1.65;1156.81
1150.93;1583.81;66.18;9.74;1.64;1156.58
1139.45;1568.84;61.61;10.87;1.64;1153.49
1141.9;1551.46;56.59;10.88;1.63;1148.37
1146.62;1578.84;53.54;11.67;1.62;1144.2
1149.08;1607.97;53.17;14.27;1.62;1146.98
1151.79;1649.37;51.74;11.63;1.62;1148.33
1158.95;1675.11;51.73;11.58;1.6;1151.79
1163.14;1701.82;51.74;11.58;1.61;1152.89
1157.67;1722.68;51.33;11.58;1.62;1152.73
1169.33;1830.59;51.14;11.55;1.6;1151.07
1177.76;1918.84;52.65;11.59;1.6;1154.92
1177.45;1882.56;55.38;11.61;1.61;1157.45
1183.99;1901.44;58.42;9.09;1.62;1158.95
1166.38;1890.01;59.89;9.92;1.61;1163.89
1155.71;1822.56;61.71;9.93;1.62;1159.55
1171.46;1845.74;62.05;10.71;1.62;1160.88
1177.18;1875.38;65.17;14.02;1.62;1164.54
1171.49;1867.34;67.94;13.94;1.63;1162.19
1167.33;1851.08;68.84;13.41;1.63;1163.45
1151.83;1807.24;68.84;11.34;1.62;1162.72
1142.43;1726.29;68.82;11.35;1.62;1161.24
1144.51;1638.91;68.75;11.91;1.62;1159.02
1158.2;1595.27;66.28;12.9;1.62;1155.27
1171.52;1596.5;62.99;12.46;1.64;1150.9
1168.17;1627.89;62;12.5;1.64;1149.4
1154.62;1668.25;61.73;11.11;1.63;1147.48
1144.54;1661.15;60.33;10.98;1.64;1155.71
1152.38;1638.22;57.77;13;1.63;1151.71
1142.35;1642.49;55.65;13.01;1.63;1151.86
1145.17;1604.41;52.91;12.98;1.63;1150.99
1148.65;1553.93;47.74;13.05;1.62;1148.47
1142.1;1598.13;45.83;13.32;1.61;1145.81
1137.9;1634.91;43.21;13;1.6;1145.28
1141.43;1588.84;41.2;13.34;1.61;1143.46
1141.91;1597.91;37.89;16.19;1.6;1144.99
1142.21;1605.06;36.09;16.97;1.6;1144.06
1155.52;1636.6;33.06;14.97;1.6;1140.06
1158.03;1780.7;32.09;16.12;1.59;1138.18
1169.88;1867.94;34.77;17;1.59;1143.16
1181.76;1966.83;41.43;15.59;1.59;1147.94
1179.01;2022.87;47.82;13.96;1.62;1153.81
1169.67;1984.7;53.74;9.51;1.63;1162.84
1159.3;1858.11;53.72;8.75;1.64;1163.26
1160.39;1707.68;53.7;7.75;1.64;1162.05
1153.23;1653.4;52.46;10.46;1.62;1157.44
1156.15;1640.69;50.64;14.15;1.62;1156.06
1159.1;1626.28;47.85;14.99;1.61;1155.71
1160.98;1686.07;44.59;15.09;1.61;1152.76
1146.49;1703.8;44.61;16.57;1.62;1150.52
1127.35;1611.82;43.55;17.4;1.62;1153.78
1137.96;1542.86;37.35;16.78;1.61;1151.19
1151.35;1604.37;32.75;16.87;1.59;1149.36
1169.06;1739.34;32.78;16.75;1.59;1145.17
1176.45;1833.21;34.31;16.7;1.6;1143.59
1172.21;1925.92;38.83;16.72;1.59;1144.47
1159.6;1942;44.46;15.11;1.6;1154.96
1162.41;1912.94;46.18;12;1.61;1164.33
1162.15;1863.94;48.22;11.37;1.62;1162.4
1166.18;1787.94;48.23;9.91;1.63;1160.81
1162.43;1781.83;48.21;9.5;1.62;1159.65
1154.4;1741.42;48.21;10.99;1.62;1156.75
1149.27;1618.19;47.65;10.93;1.62;1156.4
1141.91;1578.8;43.32;10.99;1.62;1149.06
1143.97;1609.12;41.55;11.74;1.61;1147.91
1148.98;1629.25;39.59;14.95;1.61;1145.51
1151.47;1701.91;38.77;14.94;1.59;1144.95
1143.52;1744.98;38.76;14.94;1.6;1143.07
1144.22;1751.91;38.76;14.93;1.6;1147.56
1147.37;1752.37;38.77;13.21;1.6;1150.41
1163.89;1798.9;38.77;12.31;1.61;1150.73
1170.69;1838.6;39.15;12.36;1.62;1146.94
1175.25;1905.89;42.87;12.31;1.59;1152.84
1169.11;1889.64;44.35;12.31;1.61;1157.19
1157.03;1873.55;46.4;12.37;1.61;1161.33
1148.21;1803.34;46.39;12.46;1.62;1162.43
1149.84;1715.28;46.37;10.16;1.62;1161.06
1149.48;1657.16;46.36;9.36;1.61;1158.53
1163.34;1668.91;46.31;10.89;1.62;1153.96
1172.41;1768.92;46.32;10.82;1.62;1150.21
1166.64;1764.88;46.32;10.87;1.62;1156.11
1151.56;1687.96;46.33;9.19;1.61;1159.01
1141.13;1635.33;44.68;9.45;1.62;1152.3
1144.16;1599.77;39.98;11.58;1.61;1150.21
1147;1615.28;38.6;12.57;1.59;1145.28
1155.27;1713.1;36.62;16.1;1.58;1144.72
1167.69;1830.68;37.36;15.93;1.59;1148.73
1176.47;1920.68;41.03;15.51;1.61;1150.1
1181.67;1925.9;44.59;12.86;1.61;1153.25
1161.1;1896.77;47.44;12.26;1.61;1159.27
1153.59;1825.31;47.44;11.25;1.61;1162.42
1149.77;1744.55;47.43;10.45;1.62;1162.93
1148.09;1629.9;46.71;9.85;1.63;1157.84
1153.05;1598.16;44.37;11.73;1.63;1152.63
1166.62;1658.6;43;12.6;1.61;1146.52
1157.97;1774.35;42.43;12.63;1.6;1150.04
1146.22;1827.7;42.43;12.69;1.6;1151.29
1148.69;1773.12;42.43;12.67;1.61;1157.08
1145.93;1663.66;42.42;10.61;1.61;1160
1138.36;1599.67;40.15;10.35;1.61;1156.35
1140.53;1631.13;38.79;12.93;1.6;1149.86
1165.89;1696.94;37.03;13.56;1.59;1145.66
1175.28;1840.78;37.51;16.16;1.6;1145.5
1184.02;1982.56;43.25;14.99;1.61;1152.14
1183.01;2012.41;49.93;11.14;1.62;1157.53
1180.81;2023.96;54.87;7.48;1.63;1167.11
1175.35;1959.17;59.28;7.88;1.64;1170.64
1160.26;1818.04;59.28;7.83;1.64;1166.97
1150.77;1700.84;58.88;7.83;1.63;1160.9
1142.14;1604.12;56.7;8.75;1.63;1156.8
1137.3;1572.65;52.07;8.72;1.62;1154.91
1136.23;1574.05;48.6;11.15;1.62;1150.37
1150.17;1548.97;44.45;12.33;1.61;1145.6
1147.9;1567.97;40.7;12.32;1.61;1146.93
1148.16;1637.88;39.65;12.25;1.61;1147.77
1161.85;1683.1;39.66;12.25;1.61;1146.52
1165.65;1743.74;39.66;12.22;1.61;1144.4
1169.19;1838.26;39.77;12.3;1.6;1150.99
1173.56;1872.04;40.16;12.33;1.61;1150.82
1169.68;1826.12;41.25;11.71;1.61;1158.08
1164.27;1794.42;41.71;9.51;1.6;1156.3
1161.82;1740.91;41.7;13.39;1.61;1156.56
1155.65;1736.24;41.71;12.45;1.62;1157.81
1151.63;1759.5;41.7;12.39;1.61;1160.12
1148.84;1761;41.7;12.51;1.61;1159.21
1138.88;1747.04;41.69;12.54;1.61;1158.61
1131.03;1653.29;41.66;10.4;1.61;1157.86
1133.45;1559.71;38.92;12.31;1.62;1151.62
1138.09;1582.53;35.3;13.48;1.61;1146.97
1125.94;1654.77;35.06;13.83;1.58;1143.98
1124.02;1625.86;31.97;15.95;1.59;1147
1131.13;1578.73;28.25;18;1.6;1142.57
1144.37;1598.46;25.62;15.03;1.61;1139.04
1165.34;1694.79;25.62;15.07;1.6;1136.8
1161.36;1869.3;27.2;15.12;1.6;1137.23
1156.66;1972.45;31.75;14.32;1.6;1141.69
1156.62;1997.99;36.44;9.33;1.6;1149.75
1166.08;1941.02;39.99;8.78;1.61;1154.99
1173.05;1909.06;42.21;7.88;1.62;1158.03
1176.16;1899.64;43.8;8.64;1.62;1159.83
1182.23;1923.53;49.02;7.26;1.62;1157.55
1164.51;1853.23;50.23;9.76;1.62;1162.51
1142.48;1707.63;50.05;10.89;1.62;1161.9
1130.51;1613.7;47.14;10.89;1.62;1156.79
1142.15;1552.4;41;10.83;1.61;1152.37
1144.56;1547.9;36.6;11.59;1.61;1145.16
1144.71;1616.09;34.77;16.85;1.6;1143.18
1148.57;1615.91;32.84;15.83;1.61;1140.78
1149.09;1695.48;32.82;17.94;1.6;1144.4
1150.35;1762.99;32.83;14.9;1.62;1143.74
1170.59;1842.28;33.27;14.85;1.61;1144.67
1176.78;1938.12;37.63;14.85;1.61;1147.7
1177.35;1931.52;41.7;12.88;1.61;1157.24
1170.42;1884.43;42.97;8.15;1.62;1161.92
1167.44;1831.22;42.97;8.31;1.61;1163.38
1162.73;1800.76;43.17;8.23;1.62;1161.94
1159.53;1749.6;43.97;8.91;1.63;1157.73
1159.33;1704.14;43.97;11.62;1.63;1157.81
1159.67;1669.87;43.97;10.09;1.63;1155.27
1165.42;1647.82;43.62;9.97;1.61;1154.16
1166.49;1616.83;40.43;12.16;1.61;1152.43
1165.49;1638.46;38.07;11.74;1.61;1148.31
1155.37;1757.23;37.41;10.67;1.61;1149.15
1146.85;1800.39;37.42;14.38;1.61;1148.02
1147.63;1750.4;37.43;14.8;1.61;1151.7
1138.48;1664.32;37.37;14.36;1.61;1148.46
1143.81;1661.19;37.2;14.29;1.61;1143.36
1160.67;1688.5;37.2;14.84;1.6;1141.72
1172.67;1793.73;37.19;16.71;1.59;1147.71
1171.89;1915.65;38.74;14.38;1.62;1154.01
1172.91;1928.1;42.88;13.5;1.61;1155.47
1156.44;1875.06;45.72;8.78;1.62;1158.77
1155.24;1749.3;45.72;10.18;1.62;1159.98
1150.03;1663.67;44.77;9.31;1.62;1158.77
1152.24;1589.11;40.13;7.96;1.61;1154.52
1154.28;1626.58;36.37;10.63;1.61;1146.47
1146.93;1702.63;36.39;11.64;1.6;1143.9
1148.52;1653.85;35.9;11.62;1.61;1148.48
1152.92;1678.5;35.68;11.62;1.61;1146.33
1156.34;1731.28;35.68;11.61;1.6;1145.63
1159.77;1788.97;35.69;11.6;1.6;1141.19
1164.63;1868.31;35.99;11.53;1.61;1142.45
1170.68;1904.41;39.45;11.59;1.62;1148.51
1177.45;1918.78;42.49;11.08;1.61;1151.63
1178.88;1886.5;43.96;8.97;1.63;1156.54
1166.94;1857.23;46.34;10.8;1.63;1160.46
1156.97;1800.75;46.69;11.93;1.63;1165.06
1149.73;1725.24;46.85;9.48;1.64;1159.88
1148.53;1682.46;46.84;12.42;1.63;1156.35
1141.5;1622.54;45.93;13.53;1.62;1155.94
1145.12;1621.1;43.24;13.52;1.61;1150.36
1146.36;1643.96;41.47;14.47;1.62;1143.89
1149.87;1706.39;41.48;15.67;1.63;1146.12
1139.53;1720.19;41.49;14.16;1.6;1149.62
1146.93;1693.91;41.13;14.2;1.61;1147.59
1147.16;1729.84;40.98;14.15;1.62;1142.68
1154.2;1696.89;40.64;14.17;1.63;1142.84
1161.08;1705.7;39.39;11.31;1.61;1143.81
1167.8;1784.16;39.41;10.23;1.6;1141.5
1169.58;1843.14;40.09;10.86;1.61;1144.33
1171.2;1960.01;43.62;13.54;1.61;1153.56
1177.33;1979.34;50.04;11.28;1.63;1160.42
1172.66;1933.68;51.39;8.72;1.62;1163.34
1168.61;1852.62;51.39;7.88;1.62;1161.02
1150.05;1746.94;51.39;8.59;1.63;1159.32
1145.57;1659.23;51.3;10.9;1.63;1157.85
1152.53;1615.42;49.09;8.75;1.64;1155.41
1158.9;1578.36;45.91;9.28;1.62;1150.22
1160.9;1598.71;42.43;13.02;1.61;1148.46
1154.77;1646.83;41.39;13.79;1.61;1143
1151.67;1669.5;41.11;13.81;1.62;1144.35
1143.42;1623.75;38.23;13.79;1.61;1143.13
1158.87;1625.28;35.77;13.77;1.6;1142.91
1162.17;1724.13;35.05;13.77;1.59;1141.91
1178.2;1858.57;36.44;13.8;1.6;1140.37
1176.42;1973.74;42.95;13.83;1.6;1147.3
1172.04;1928;46.87;13.84;1.61;1156.45
1165.83;1822.63;46.87;11.43;1.62;1158.53
1165.13;1758.5;46.87;10.85;1.62;1153.9
1156.62;1712.98;46.87;10.81;1.61;1151.28
1157.35;1674.7;45.94;10.83;1.61;1149.02
1148.9;1659.41;43.26;10.85;1.61;1144.34
1154.81;1687.53;42.78;10.88;1.6;1144.31
1146.27;1662.33;41.54;11.46;1.61;1142.27
1143.21;1656.28;39.63;13.93;1.6;1144.68
1141.38;1658.36;38.54;14.06;1.59;1144.74
1154.24;1627.38;35.83;14.03;1.59;1147.07
1153.48;1622.95;33.06;13.7;1.59;1142.85
1149.73;1722.35;33.06;12.13;1.6;1144.22
1159.92;1800.52;33.06;12.11;1.59;1149.23
1162.14;1878.4;34.67;9.25;1.6;1153.37
1167.35;1916.46;37.13;10.83;1.61;1150.84
1152.79;1918.5;39.88;12.12;1.61;1156.67
1155.77;1849.95;40.75;9.54;1.6;1156.25
1143.6;1776.31;40.75;9.24;1.62;1154.23
1140.03;1728.4;40.76;12.56;1.63;1153.66
1153.69;1723.84;40.78;12.02;1.61;1151.31
1157.77;1770.44;40.78;10.67;1.6;1150.54
1154.76;1772.91;40.77;14.24;1.6;1153.26
1148.13;1698.7;40.76;14.27;1.62;1148.71
1150.08;1693.48;40.77;11.48;1.62;1146.01
1141.55;1710.48;40.76;10.38;1.6;1144.45
1144.24;1703.77;40.76;11.04;1.61;1139.46
1147.84;1673.85;40.77;13.35;1.61;1141.88
1149.14;1698.16;40.66;13.38;1.61;1146.61
1151.59;1681.38;39.38;10.17;1.6;1144.3
1160.03;1704.83;39.01;10.99;1.59;1142.83
1156.5;1712.22;39.01;10.99;1.6;1141.29
1149.06;1700.73;38.36;11.05;1.59;1142.47
1148.71;1700.64;37.47;11.6;1.59;1144.73
1155.05;1703.25;36.94;10.95;1.6;1145.82
1156.2;1754.14;35.92;8.7;1.59;1149.78
1164.45;1847.65;35.92;10.51;1.6;1153.08
1170.01;1915.25;37.58;11.79;1.61;1155.16
1177.01;2008.36;44.33;9.01;1.62;1158.25
1174.47;2063.31;51.91;7.87;1.63;1164.63
1153.07;1963.1;57.49;7.82;1.65;1170.29
1149.57;1761.05;56.98;7.85;1.64;1170.59
1152.53;1616.66;52.89;7.85;1.63;1163.71
1141.43;1545.49;48.92;8.53;1.62;1151.35
1154.68;1495.24;41.24;11.22;1.61;1145.41
1145.47;1525.59;36.37;13.66;1.61;1139.97
1144.39;1597.14;34.95;14.84;1.59;1141.91
1143.67;1632.56;34.95;14.91;1.6;1141.78
1143.58;1668.87;34.77;14.67;1.59;1140.46
1144.95;1673.51;33.48;12.93;1.59;1145.41
1147.56;1650.59;31.25;12.16;1.59;1148.46
1153.06;1748.17;31.25;12.07;1.61;1147.89
1156.09;1867.81;31.78;12.1;1.6;1147.91
1156.31;1897.07;33.71;12.33;1.6;1149.87
1161.74;1890.23;36.43;11.35;1.6;1158.33
1149.39;1850.24;39.33;8.19;1.61;1154.26
1150.03;1769.9;40.2;8.99;1.61;1145.16
1156.87;1693.56;40.19;12.11;1.62;1144.72
1154.39;1690.61;40.19;11.48;1.61;1149.58
1144.93;1714.33;40.18;9.25;1.6;1150.05
1148.37;1686.28;39.51;11.86;1.6;1149.32
1149.23;1715.26;39.22;12.15;1.59;1149.7
1154.18;1802.05;39.21;9.86;1.59;1145.61
1154.96;1845.56;39.22;9.82;1.6;1144.69
1163.03;1807.19;39.22;9.78;1.6;1149.54
1159.81;1768.71;39.22;10.28;1.6;1152.62
1154.74;1747.51;39.22;11.26;1.62;1155.2
1161.35;1789.11;39.22;7.87;1.6;1151.51
1168.23;1835.46;40.02;10.24;1.61;1150.23
1175.45;1877.26;42.13;11.16;1.63;1152.4
1178.25;1886.77;45.4;10.63;1.63;1156.41
1179.54;1886.38;47.72;8.52;1.63;1157.11
1179.2;1902.25;50.33;8.59;1.63;1163.37
1174.33;1894.94;54.81;8.57;1.63;1161.7
1171.8;1823.64;55.88;8.56;1.63;1161.53
1163.02;1739.15;55.87;9.04;1.64;1157.91
1155.71;1694.96;55.83;10.93;1.64;1154.83
1154.88;1636.25;54.1;10.64;1.63;1153.63
1154.98;1609.59;51.3;9.65;1.63;1152.24
1153.72;1644.01;48.1;12.11;1.61;1150.76
1150.03;1683.74;48.08;12.25;1.61;1149.16
1151.72;1654.77;47.17;11.72;1.62;1149.75
1155.32;1662.55;45.84;9.54;1.64;1151.77
1155.11;1688.97;45.19;9.56;1.61;1151.67
1157.56;1687.78;44.16;9.59;1.6;1146.49
1152.39;1787.56;44.16;10.88;1.6;1146.2
1160.24;1835.24;44.15;12;1.6;1148.79
1172.42;1830.74;44.46;9.87;1.61;1153.77
1173.02;1881.41;46.79;8.93;1.63;1159.23
1177.81;1903.43;51.18;8.87;1.63;1159.03
1173.74;1832.28;51.22;10.47;1.64;1162.53
1159.76;1734.65;51.2;9.29;1.63;1159.3
1149.57;1648.01;51.05;6.88;1.62;1157.82
1146.04;1590.98;47.65;8.98;1.62;1153.56
1150.35;1559.99;43.34;10.43;1.61;1146.23
1154.97;1631.04;41.01;12.49;1.61;1149.11
1146.11;1696.76;41.02;12.73;1.6;1146.5
1138.04;1661.56;40.79;10.08;1.6;1144.39
1140.86;1636.93;38.16;10.18;1.6;1146.65
1151.65;1702.92;37.42;10.36;1.59;1145.84
1159.99;1773.07;37.42;10.21;1.59;1144.39
1175.34;1774.48;37.42;12.6;1.61;1149.93
1186.4;1870.55;38.77;13.76;1.6;1152.35
1192.94;1980.51;45.5;12.15;1.61;1158.34
1192.65;2009.51;50.83;9.93;1.62;1160.34
1173.97;1993.08;56.24;7.02;1.63;1164.72
1163.97;1880.86;57.83;6.11;1.64;1167.62
1148.55;1736.74;57.77;7.16;1.65;1163.9
1141.15;1654.98;56.29;7.49;1.64;1158.58
1154.02;1598.79;52.35;7.81;1.63;1154.51
1163.76;1562.69;48.36;10.34;1.62;1148.59
1168.68;1599.26;44.42;11.13;1.62;1146.92
1170.16;1761.09;44.43;10.51;1.62;1147.44
1160.81;1822.21;44.76;8.09;1.61;1151.18
1155.89;1731.25;44.92;10.14;1.62;1158.01
1154.38;1694.69;44.92;8.89;1.62;1157.55
1156.83;1689.39;44.91;8.47;1.61;1149.14
1160.08;1665.42;44.4;11.16;1.6;1146.72
1167.38;1707.5;44.18;11.7;1.61;1145.26
1164.37;1810.72;44.18;10.1;1.62;1147.3
1160.28;1855.39;44.6;12;1.62;1150.41
1159.81;1829.33;46.12;10.9;1.62;1154.39
1161.38;1746.55;46.15;7.81;1.62;1157.35
1145.75;1698.21;46.16;9.82;1.62;1157.51
1151.43;1657.91;46.01;10.87;1.62;1149.46
1146.08;1630.66;43.83;10.88;1.62;1146.03
1147.25;1681.18;43.14;10.88;1.61;1151.01
1163.6;1725.25;43.12;12.81;1.61;1144.53
1167.42;1802.93;43.21;12.06;1.6;1147.47
1161.22;1884.92;43.54;13.97;1.61;1151.12
1162.3;1831.22;44.89;13.3;1.62;1154.66
1156.93;1780.99;45.48;10.05;1.62;1159.23
1158.84;1736.44;45.48;10.46;1.63;1156.79
1162.97;1734.92;45.48;8.52;1.63;1154.15
1171.23;1760.31;45.48;12.31;1.62;1150.47
1169.93;1823.53;45.68;11.83;1.62;1152.49
1159.54;1821.09;46.51;9.93;1.62;1158.35
1156.6;1768.81;46.53;9.94;1.62;1157.62
1155.45;1676.91;46.55;9.89;1.62;1153.5
1153.13;1587.69;43.94;9.88;1.62;1152.19
1162.97;1589.23;42.27;9.87;1.61;1149.69
1149.42;1686.4;39.97;9.93;1.61;1147.8
1141.88;1758.49;39.97;12.43;1.61;1150.08
1139.92;1684.32;39.97;10.45;1.61;1150.26
1150.2;1628.57;38.61;9.17;1.62;1148.62
1154.09;1601.91;35.35;9.73;1.61;1143.55
1164.45;1652.41;32.75;12.01;1.59;1145.31
1154.37;1788.61;32.82;12.05;1.61;1142.95
1162.21;1902.95;36.31;12.03;1.63;1147.43
1168.62;1948.41;40.44;11.41;1.6;1158.8
1183.64;1939.43;44.88;7.11;1.61;1159.57
1172.38;1892.7;46.74;8.38;1.62;1160.7
1162.79;1849.01;48.52;7.05;1.62;1159.67
1151.44;1773.35;48.53;7.08;1.63;1157.45
1143.62;1686.13;48.54;7.09;1.64;1161.99
1147.57;1648.7;47.45;7.01;1.63;1153.71
1152.97;1602.61;44.52;7.76;1.62;1146.04
1152.06;1577.02;39.09;10.63;1.61;1146.38
1151.43;1628.14;37.85;8.22;1.59;1145.45
1139.74;1762.25;37.84;9.58;1.6;1141.51
1137.77;1771.65;37.83;10.72;1.61;1145.63
1147.11;1649.38;37.63;10.58;1.61;1149.23
1159.21;1618.23;34.67;8.64;1.6;1145.4
1176.53;1674.52;33.78;12.8;1.59;1143.63
1182.48;1816.69;34.29;12.69;1.59;1145.68
1168.94;1942.89;38.99;12.93;1.6;1150.29
1164.54;1987.34;43.83;12.72;1.6;1157.37
1161.98;1944.29;48.81;10.27;1.62;1166.97
1161.38;1804.4;50.23;9.22;1.63;1168.21
1160.67;1699.57;49.47;9.67;1.64;1164.1
1154.84;1647.52;47.56;8.09;1.62;1156.31
1151.42;1606.99;43.2;10.15;1.61;1150.96
1141.69;1637.45;41.9;11.13;1.6;1146.91
1146.88;1648.23;40.09;11.12;1.6;1148.8
1159.17;1681.05;38.96;11.23;1.59;1147.65
1181.57;1707.87;38.48;11.19;1.6;1145.33
1190.82;1776.93;38.48;9.28;1.6;1149.53
1185.72;1862.17;39.02;10.41;1.61;1155.26
1173.27;1907.36;41.86;11.27;1.61;1156.79
1159.82;1913.29;47.19;7.52;1.62;1159.64
1158.37;1779.35;48.29;8.95;1.63;1164.09
1175.05;1746.83;48.3;7.98;1.63;1158.98
1190.1;1801.35;48.3;9.92;1.61;1152.35
1180.6;1847.21;48.6;10.42;1.61;1156.99
1172.83;1866.56;50.31;7.56;1.63;1158.59
1161.06;1812.98;52.04;7.74;1.63;1161.43
1157.2;1698.05;52.04;7.82;1.63;1158.13
1154.61;1618.44;50.28;7.7;1.62;1152.25
1171.71;1566.4;44.75;10.27;1.62;1147.32
1176.87;1670.58;43.47;11.37;1.6;1144.85
1169.89;1818.25;43.76;11.37;1.6;1147.27
1165.74;1837.43;44.91;11.38;1.61;1152.73
1164.97;1808.17;44.91;8.51;1.62;1156.39
1168.11;1752.11;44.91;7.05;1.62;1160.64
1178.29;1764.55;44.91;7.17;1.62;1157.7
1182.57;1830.63;47.05;9.85;1.62;1155.84
1168.94;1879.48;51.13;8.88;1.61;1160.66
1152.45;1848.86;51.99;5.76;1.61;1162.51
1140.49;1773.69;51.98;4.98;1.63;1160.46
1156.22;1709.91;51.98;5.04;1.63;1161.19
1170.52;1682.69;51.98;6.74;1.63;1159.73
1167.8;1678.08;51.74;7.57;1.63;1154.18
1157.06;1651.72;50.8;7.51;1.62;1157.31
1147.59;1651.6;49.36;7.65;1.61;1154.47
1150.37;1637.78;46.69;9.85;1.61;1155.09
1146.93;1542.95;41.43;9.39;1.62;1151.34
1155.2;1623.23;37.91;11.5;1.6;1150.04
1156.86;1743.71;37.91;12.34;1.59;1150.03
1163.84;1808.92;38.26;11.01;1.59;1151.1
1161.26;1844.85;40.65;10.15;1.59;1149.35
1159.19;1872.91;43.59;10.23;1.61;1150.23
1177.34;1883.56;45.45;10.27;1.62;1154.83
1191.17;1901.86;47.51;10.12;1.61;1162.45
1182.14;1908.75;51.52;10.16;1.61;1161.97
1167.1;1878.78;53.02;10.24;1.63;1167.15
1153.36;1792.54;53.02;7.55;1.63;1168.2
1147.31;1685.03;52.79;6.42;1.63;1165
1156.59;1561.86;49.05;8.91;1.63;1155.38
1168.77;1579.15;45.06;9.94;1.62;1149.76
1176.9;1647.37;43.89;10.81;1.62;1147.83
1159.22;1697.18;43.89;12.42;1.62;1153.89
1157.55;1707.94;43.9;13.72;1.61;1153.31
1146.32;1730.41;43.89;13.55;1.62;1153.69
1136.58;1616.19;40.94;12.57;1.6;1152.55
1141.98;1528.75;36.11;8.88;1.6;1150.94
1163.93;1588.87;32.61;10.39;1.59;1143.92
1181.49;1692.26;32.61;14.02;1.57;1142.93
1170.08;1844.88;33.71;14.7;1.58;1143.1
1155.72;1986.58;41.43;10.48;1.59;1151.62
1145.7;1936.06;43.05;9.5;1.62;1162.99
1158.99;1810.22;43.06;9.25;1.62;1166.07
1183.89;1803.52;43.45;7.74;1.61;1161.39
1195.42;1875.42;46.95;7.37;1.61;1156.93
1180.41;1910.12;50.22;7.79;1.61;1160.57
